17:37:10.027;1;322,52;107,98
17:37:10.033;2;119,52;70,18
17:37:10.033;3;251,63;110,46
17:37:10.033;4;178,69;287,02
17:37:10.033;5;104,75;135,07
17:37:10.033;1;323,29;108,85
17:37:10.033;2;120,60;69,69
17:37:10.033;3;251,31;110,45
17:37:10.033;4;177,67;287,25
17:37:10.033;5;105,25;134,72
17:37:10.035;1;323,43;109,01
17:37:10.035;2;120,80;69,61
17:37:10.035;3;251,25;110,44
17:37:10.035;4;177,48;287,29
17:37:10.035;5;105,34;134,65
17:37:10.036;1;323,50;109,08
17:37:10.036;2;120,89;69,56
17:37:10.036;3;251,22;110,44
17:37:10.036;4;177,39;287,31
17:37:10.036;5;105,39;134,62
17:37:10.037;1;323,57;109,16
17:37:10.037;2;120,99;69,52
17:37:10.037;3;251,20;110,44
17:37:10.037;4;177,29;287,33
17:37:10.037;5;105,44;134,59
17:37:10.038;1;323,64;109,24
17:37:10.038;2;121,09;69,47
17:37:10.038;3;251,17;110,44
17:37:10.038;4;177,20;287,36
17:37:10.038;5;105,48;134,56
17:37:10.040;1;323,78;109,40
17:37:10.040;2;121,29;69,38
17:37:10.040;3;251,11;110,44
17:37:10.040;4;177,02;287,40
17:37:10.040;5;105,57;134,49
17:37:10.041;1;323,85;109,48
17:37:10.041;2;121,39;69,34
17:37:10.041;3;251,08;110,44
17:37:10.041;4;176,92;287,42
17:37:10.041;5;105,62;134,46
17:37:10.043;1;323,99;109,64
17:37:10.043;2;121,58;69,25
17:37:10.043;3;251,02;110,44
17:37:10.043;4;176,74;287,46
17:37:10.043;5;105,71;134,40
17:37:10.045;1;324,13;109,80
17:37:10.045;2;121,78;69,16
17:37:10.045;3;250,97;110,43
17:37:10.045;4;176,55;287,50
17:37:10.045;5;105,80;134,33
17:37:10.046;1;324,21;109,87
17:37:10.046;2;121,88;69,12
17:37:10.046;3;250,94;110,43
17:37:10.046;4;176,46;287,52
17:37:10.046;5;105,85;134,30
17:37:10.048;1;324,35;110,03
17:37:10.048;2;122,07;69,03
17:37:10.048;3;250,88;110,43
17:37:10.048;4;176,27;287,57
17:37:10.048;5;105,94;134,24
17:37:10.049;1;324,42;110,11
17:37:10.049;2;122,17;68,98
17:37:10.049;3;250,85;110,43
17:37:10.049;4;176,18;287,59
17:37:10.049;5;105,99;134,20
17:37:10.051;1;324,56;110,27
17:37:10.051;2;122,37;68,90
17:37:10.051;3;250,80;110,43
17:37:10.051;4;175,99;287,63
17:37:10.051;5;106,08;134,14
17:37:10.053;1;324,70;110,43
17:37:10.053;2;122,56;68,81
17:37:10.053;3;250,74;110,42
17:37:10.053;4;175,80;287,67
17:37:10.053;5;106,17;134,08
17:37:10.054;1;324,77;110,51
17:37:10.054;2;122,66;68,76
17:37:10.054;3;250,71;110,42
17:37:10.054;4;175,71;287,69
17:37:10.054;5;106,22;134,04
17:37:10.056;1;324,91;110,66
17:37:10.056;2;122,86;68,67
17:37:10.056;3;250,65;110,42
17:37:10.056;4;175,52;287,74
17:37:10.056;5;106,31;133,98
17:37:10.057;1;324,98;110,74
17:37:10.057;2;122,96;68,63
17:37:10.057;3;250,62;110,42
17:37:10.057;4;175,43;287,76
17:37:10.057;5;106,35;133,95
17:37:10.058;1;325,05;110,82
17:37:10.058;2;123,05;68,59
17:37:10.058;3;250,60;110,42
17:37:10.058;4;175,34;287,78
17:37:10.058;5;106,40;133,92
17:37:10.059;1;325,19;110,98
17:37:10.059;2;123,25;68,50
17:37:10.059;3;250,54;110,42
17:37:10.059;4;175,15;287,82
17:37:10.059;5;106,49;133,85
17:37:10.061;1;325,33;111,14
17:37:10.061;2;123,45;68,41
17:37:10.061;3;250,48;110,42
17:37:10.061;4;174,96;287,86
17:37:10.061;5;106,58;133,79
17:37:10.062;1;325,40;111,22
17:37:10.062;2;123,55;68,36
17:37:10.062;3;250,45;110,41
17:37:10.062;4;174,87;287,88
17:37:10.062;5;106,63;133,75
17:37:10.064;1;325,47;111,30
17:37:10.064;2;123,64;68,32
17:37:10.064;3;250,42;110,41
17:37:10.064;4;174,78;287,90
17:37:10.064;5;106,67;133,72
17:37:10.065;1;325,54;111,38
17:37:10.065;2;123,74;68,28
17:37:10.065;3;250,39;110,41
17:37:10.065;4;174,68;287,93
17:37:10.065;5;106,72;133,69
17:37:10.066;1;325,61;111,45
17:37:10.066;2;123,84;68,23
17:37:10.066;3;250,37;110,41
17:37:10.066;4;174,59;287,95
17:37:10.066;5;106,77;133,66
17:37:10.068;1;325,75;111,61
17:37:10.068;2;124,04;68,14
17:37:10.068;3;250,31;110,41
17:37:10.068;4;174,40;287,99
17:37:10.068;5;106,86;133,59
17:37:10.070;1;325,89;111,77
17:37:10.070;2;124,23;68,05
17:37:10.070;3;250,25;110,41
17:37:10.070;4;174,22;288,03
17:37:10.070;5;106,95;133,53
17:37:10.071;1;325,96;111,85
17:37:10.071;2;124,33;68,01
17:37:10.071;3;250,22;110,41
17:37:10.071;4;174,13;288,05
17:37:10.071;5;106,99;133,50
17:37:10.073;1;326,10;112,01
17:37:10.073;2;124,53;67,92
17:37:10.073;3;250,17;110,40
17:37:10.073;4;173,94;288,09
17:37:10.073;5;107,09;133,43
17:37:10.074;1;326,17;112,09
17:37:10.074;2;124,63;67,88
17:37:10.074;3;250,14;110,40
17:37:10.074;4;173,85;288,12
17:37:10.074;5;107,13;133,40
17:37:10.075;1;326,24;112,16
17:37:10.075;2;124,72;67,83
17:37:10.075;3;250,11;110,40
17:37:10.075;4;173,75;288,14
17:37:10.075;5;107,18;133,37
17:37:10.076;1;326,31;112,24
17:37:10.076;2;124,82;67,79
17:37:10.076;3;250,08;110,40
17:37:10.076;4;173,66;288,16
17:37:10.076;5;107,22;133,34
17:37:10.077;1;326,38;112,32
17:37:10.077;2;124,92;67,74
17:37:10.077;3;250,05;110,40
17:37:10.077;4;173,57;288,18
17:37:10.077;5;107,27;133,30
17:37:10.079;1;326,52;112,48
17:37:10.079;2;125,12;67,65
17:37:10.079;3;249,99;110,40
17:37:10.079;4;173,38;288,22
17:37:10.079;5;107,36;133,24
17:37:10.080;1;326,59;112,56
17:37:10.080;2;125,22;67,61
17:37:10.080;3;249,97;110,40
17:37:10.080;4;173,29;288,24
17:37:10.080;5;107,41;133,21
17:37:10.082;1;326,73;112,72
17:37:10.082;2;125,41;67,52
17:37:10.082;3;249,91;110,39
17:37:10.082;4;173,10;288,28
17:37:10.082;5;107,50;133,14
17:37:10.083;1;326,87;112,88
17:37:10.083;2;125,61;67,43
17:37:10.083;3;249,85;110,39
17:37:10.084;4;172,91;288,33
17:37:10.084;5;107,59;133,08
17:37:10.085;1;326,94;112,95
17:37:10.085;2;125,71;67,39
17:37:10.085;3;249,82;110,39
17:37:10.085;4;172,82;288,35
17:37:10.085;5;107,64;133,05
17:37:10.086;1;327,01;113,03
17:37:10.086;2;125,80;67,34
17:37:10.086;3;249,79;110,39
17:37:10.086;4;172,73;288,37
17:37:10.086;5;107,68;133,02
17:37:10.089;1;327,22;113,27
17:37:10.089;2;126,10;67,21
17:37:10.089;3;249,71;110,39
17:37:10.089;4;172,45;288,43
17:37:10.089;5;107,82;132,92
17:37:10.091;1;327,36;113,43
17:37:10.091;2;126,30;67,12
17:37:10.091;3;249,65;110,39
17:37:10.091;4;172,26;288,47
17:37:10.091;5;107,91;132,86
17:37:10.092;1;327,43;113,51
17:37:10.092;2;126,39;67,08
17:37:10.092;3;249,62;110,38
17:37:10.092;4;172,17;288,50
17:37:10.092;5;107,96;132,82
17:37:10.094;1;327,57;113,67
17:37:10.094;2;126,59;66,99
17:37:10.094;3;249,56;110,38
17:37:10.094;4;171,98;288,54
17:37:10.094;5;108,05;132,76
17:37:10.095;1;327,64;113,74
17:37:10.095;2;126,69;66,95
17:37:10.095;3;249,54;110,38
17:37:10.095;4;171,89;288,56
17:37:10.095;5;108,09;132,73
17:37:10.096;1;327,71;113,82
17:37:10.096;2;126,79;66,90
17:37:10.096;3;249,51;110,38
17:37:10.096;4;171,79;288,58
17:37:10.096;5;108,14;132,69
17:37:10.097;1;327,78;113,90
17:37:10.097;2;126,88;66,86
17:37:10.097;3;249,48;110,38
17:37:10.097;4;171,70;288,60
17:37:10.097;5;108,19;132,66
17:37:10.098;1;327,85;113,98
17:37:10.098;2;126,98;66,81
17:37:10.098;3;249,45;110,38
17:37:10.098;4;171,61;288,62
17:37:10.098;5;108,23;132,63
17:37:10.100;1;327,99;114,14
17:37:10.100;2;127,18;66,72
17:37:10.100;3;249,39;110,38
17:37:10.100;4;171,42;288,67
17:37:10.100;5;108,32;132,57
17:37:10.101;1;328,06;114,22
17:37:10.101;2;127,28;66,68
17:37:10.101;3;249,36;110,37
17:37:10.101;4;171,33;288,69
17:37:10.101;5;108,37;132,53
17:37:10.103;1;328,20;114,38
17:37:10.103;2;127,47;66,59
17:37:10.103;3;249,31;110,37
17:37:10.103;4;171,14;288,73
17:37:10.103;5;108,46;132,47
17:37:10.105;1;328,34;114,53
17:37:10.105;2;127,67;66,50
17:37:10.105;3;249,25;110,37
17:37:10.105;4;170,96;288,77
17:37:10.105;5;108,55;132,41
17:37:10.106;1;328,41;114,61
17:37:10.106;2;127,77;66,46
17:37:10.106;3;249,22;110,37
17:37:10.106;4;170,86;288,79
17:37:10.106;5;108,60;132,37
17:37:10.107;1;328,48;114,69
17:37:10.107;2;127,87;66,41
17:37:10.107;3;249,19;110,37
17:37:10.107;4;170,77;288,81
17:37:10.107;5;108,65;132,34
